"ibge_mun1","ibge_mun2","sigla_mun1","sigla_mun2","uf_mun1","uf_mun2","municipio_1","municipio_2"
4122404,4122701,"41","41",PR,PR,Rolândia,Sabáudia
4122404,4103701,"41","41",PR,PR,Rolândia,Cambé
4122404,4101507,"41","41",PR,PR,Rolândia,Arapongas
4122404,4111902,"41","41",PR,PR,Rolândia,Jaguapitã
4122404,4113700,"41","41",PR,PR,Rolândia,Londrina
4122404,4119657,"41","41",PR,PR,Rolândia,Pitangueiras
4122651,4117305,"41","41",PR,PR,Rosário do Ivaí,Ortigueira
4122651,4108700,"41","41",PR,PR,Rosário do Ivaí,Grandes Rios
4122651,4121703,"41","41",PR,PR,Rosário do Ivaí,Reserva
4122651,4104402,"41","41",PR,PR,Rosário do Ivaí,Cândido de Abreu
4122651,4122172,"41","41",PR,PR,Rosário do Ivaí,Rio Branco do Ivaí
2932002,2919900,"29","29",BA,BA,Uauá,Macururé
2932002,2921500,"29","29",BA,BA,Uauá,Monte Santo
2932002,2917706,"29","29",BA,BA,Uauá,Jaguarari
2932002,2906824,"29","29",BA,BA,Uauá,Canudos
2932002,2907707,"29","29",BA,BA,Uauá,Chorrochó
2932002,2909901,"29","29",BA,BA,Uauá,Curaçá
2932002,2901353,"29","29",BA,BA,Uauá,Andorinha
4217402,4206504,"42","42",SC,SC,Schroeder,Guaramirim
4217402,4209102,"42","42",SC,SC,Schroeder,Joinville
4217402,4208906,"42","42",SC,SC,Schroeder,Jaraguá do Sul
4124707,4117305,"41","41",PR,PR,São Jerônimo da Serra,Ortigueira
4124707,4106001,"41","41",PR,PR,São Jerônimo da Serra,Congonhinhas
4124707,4124301,"41","41",PR,PR,São Jerônimo da Serra,Santo Antônio do Paraíso
4124707,4101903,"41","41",PR,PR,São Jerônimo da Serra,Assaí
4124707,4123204,"41","41",PR,PR,São Jerônimo da Serra,Santa Cecília do Pavão
4124707,4126207,"41","41",PR,PR,São Jerônimo da Serra,Sapopema
4124707,4126678,"41","41",PR,PR,São Jerônimo da Serra,Tamarana
4124707,4113700,"41","41",PR,PR,São Jerônimo da Serra,Londrina
4124707,4117214,"41","41",PR,PR,São Jerônimo da Serra,Nova Santa Bárbara
4125100,4113205,"41","41",PR,PR,São João do Triunfo,Lapa
4125100,4125605,"41","41",PR,PR,São João do Triunfo,São Mateus do Sul
4125100,4107736,"41","41",PR,PR,São João do Triunfo,Fernandes Pinheiro
4125100,4117701,"41","41",PR,PR,São João do Triunfo,Palmeira
4125100,4101309,"41","41",PR,PR,São João do Triunfo,Antônio Olinto
4125100,4121505,"41","41",PR,PR,São João do Triunfo,Rebouças
4125407,4101606,"41","41",PR,PR,São José da Boa Vista,Arapoti
4125407,3543501,"41","35",PR,SP,São José da Boa Vista,Riversul
4125407,4128500,"41","41",PR,PR,São José da Boa Vista,Wenceslau Braz
4125407,4126306,"41","41",PR,PR,São José da Boa Vista,Sengés
4125407,4112009,"41","41",PR,PR,São José da Boa Vista,Jaguariaíva
4125407,4124004,"41","41",PR,PR,São José da Boa Vista,Santana do Itararé
4126207,4117305,"41","41",PR,PR,Sapopema,Ortigueira
4126207,4106001,"41","41",PR,PR,Sapopema,Congonhinhas
4126207,4107751,"41","41",PR,PR,Sapopema,Figueira
4126207,4109708,"41","41",PR,PR,Sapopema,Ibaiti
4126207,4124707,"41","41",PR,PR,Sapopema,São Jerônimo da Serra
4126207,4107009,"41","41",PR,PR,Sapopema,Curiúva
4125506,4114302,"41","41",PR,PR,São José dos Pinhais,Mandirituba
4125506,4116208,"41","41",PR,PR,São José dos Pinhais,Morretes
4125506,4109609,"41","41",PR,PR,São José dos Pinhais,Guaratuba
4125506,4119509,"41","41",PR,PR,São José dos Pinhais,Piraquara
4125506,4127601,"41","41",PR,PR,São José dos Pinhais,Tijucas do Sul
4125506,4119152,"41","41",PR,PR,São José dos Pinhais,Pinhais
4125506,4107652,"41","41",PR,PR,São José dos Pinhais,Fazenda Rio Grande
4125506,4106902,"41","41",PR,PR,São José dos Pinhais,Curitiba
4125753,4125456,"41","41",PR,PR,São Pedro do Iguaçu,São José das Palmeiras
4125753,4105300,"41","41",PR,PR,São Pedro do Iguaçu,Céu Azul
4125753,4117453,"41","41",PR,PR,São Pedro do Iguaçu,Ouro Verde do Oeste
4125753,4124020,"41","41",PR,PR,São Pedro do Iguaçu,Santa Tereza do Oeste
4125753,4127700,"41","41",PR,PR,São Pedro do Iguaçu,Toledo
4125753,4107157,"41","41",PR,PR,São Pedro do Iguaçu,Diamante D'Oeste
4125753,4128559,"41","41",PR,PR,São Pedro do Iguaçu,Vera Cruz do Oeste
1101302,1100346,"11","11",RO,RO,Mirante da Serra,Alvorada D'Oeste
1101302,1100114,"11","11",RO,RO,Mirante da Serra,Jaru
1101302,1101005,"11","11",RO,RO,Mirante da Serra,Governador Jorge Teixeira
1101302,1101435,"11","11",RO,RO,Mirante da Serra,Nova União
1101302,1101708,"11","11",RO,RO,Mirante da Serra,Urupá
4126306,3507159,"41","35",PR,SP,Sengés,Bom Sucesso de Itararé
4126306,3543501,"41","35",PR,SP,Sengés,Riversul
4126306,4128633,"41","41",PR,PR,Sengés,Doutor Ulysses
4126306,3505351,"41","35",PR,SP,Sengés,Barra do Chapéu
4126306,4125407,"41","41",PR,PR,Sengés,São José da Boa Vista
4126306,4112009,"41","41",PR,PR,Sengés,Jaguariaíva
4126306,3523206,"41","35",PR,SP,Sengés,Itararé
4127106,4117305,"41","41",PR,PR,Telêmaco Borba,Ortigueira
4127106,4128534,"41","41",PR,PR,Telêmaco Borba,Ventania
4127106,4127502,"41","41",PR,PR,Telêmaco Borba,Tibagi
4127106,4107009,"41","41",PR,PR,Telêmaco Borba,Curiúva
4127106,4110078,"41","41",PR,PR,Telêmaco Borba,Imbaú
4127809,4126603,"41","41",PR,PR,Tomazina,Siqueira Campos
4127809,4101606,"41","41",PR,PR,Tomazina,Arapoti
4127809,4106100,"41","41",PR,PR,Tomazina,Conselheiro Mairinck
4127809,4128500,"41","41",PR,PR,Tomazina,Wenceslau Braz
4127809,4109005,"41","41",PR,PR,Tomazina,Guapirama
4127809,4111704,"41","41",PR,PR,Tomazina,Jaboti
4127809,4120705,"41","41",PR,PR,Tomazina,Quatiguá
4127809,4119202,"41","41",PR,PR,Tomazina,Pinhalão
5214804,5208509,"52","52",GO,GO,Nova Aurora,Goiandira
5214804,5210109,"52","52",GO,GO,Nova Aurora,Ipameri
5214804,5205901,"52","52",GO,GO,Nova Aurora,Corumbaíba
5214804,5206602,"52","52",GO,GO,Nova Aurora,Cumari
4127858,4104808,"41","41",PR,PR,Três Barras do Paraná,Cascavel
4127858,4120903,"41","41",PR,PR,Três Barras do Paraná,Quedas do Iguaçu
4127858,4103057,"41","41",PR,PR,Três Barras do Paraná,Boa Vista da Aparecida
4127858,4105003,"41","41",PR,PR,Três Barras do Paraná,Catanduvas
4127858,4103024,"41","41",PR,PR,Três Barras do Paraná,Boa Esperança do Iguaçu
4127858,4106571,"41","41",PR,PR,Três Barras do Paraná,Cruzeiro do Iguaçu
4127858,4117255,"41","41",PR,PR,Três Barras do Paraná,Nova Prata do Iguaçu
4127882,4103107,"41","41",PR,PR,Tunas do Paraná,Bocaiúva do Sul
4127882,4100202,"41","41",PR,PR,Tunas do Paraná,Adrianópolis
4127882,4105201,"41","41",PR,PR,Tunas do Paraná,Cerro Azul
4127908,4116109,"41","41",PR,PR,Tuneiras do Oeste,Moreira Sales
4127908,4101705,"41","41",PR,PR,Tuneiras do Oeste,Araruna
4127908,4112207,"41","41",PR,PR,Tuneiras do Oeste,Janiópolis
4127908,4105508,"41","41",PR,PR,Tuneiras do Oeste,Cianorte
4127908,4107553,"41","41",PR,PR,Tuneiras do Oeste,Farol
4127908,4126801,"41","41",PR,PR,Tuneiras do Oeste,Tapejara
4127908,4106605,"41","41",PR,PR,Tuneiras do Oeste,Cruzeiro do Oeste
2104552,2103752,"21","21",MA,MA,Governador Edison Lobão,Davinópolis
2104552,2105302,"21","21",MA,MA,Governador Edison Lobão,Imperatriz
2104552,2107001,"21","21",MA,MA,Governador Edison Lobão,Montes Altos
2104552,2109551,"21","21",MA,MA,Governador Edison Lobão,Ribamar Fiquene
2104552,1720200,"21","17",MA,TO,Governador Edison Lobão,São Miguel do Tocantins
2104552,2102358,"21","21",MA,MA,Governador Edison Lobão,Buritirana
2104552,1710706,"21","17",MA,TO,Governador Edison Lobão,Itaguatins
4104501,4105300,"41","41",PR,PR,Capanema,Céu Azul
4104501,4115606,"41","41",PR,PR,Capanema,Matelândia
4104501,4126355,"41","41",PR,PR,Capanema,Serranópolis do Iguaçu
4104501,4104600,"41","41",PR,PR,Capanema,Capitão Leônidas Marques
4104501,4121406,"41","41",PR,PR,Capanema,Realeza
4104501,4119806,"41","41",PR,PR,Capanema,Planalto
4300505,4314704,"43","43",RS,RS,Alpestre,Planalto
4300505,4312708,"43","43",RS,RS,Alpestre,Nonoai
4300505,4200507,"43","42",RS,SC,Alpestre,Águas de Chapecó
4300505,4315552,"43","43",RS,RS,Alpestre,Rio dos Índios
4300505,4216008,"43","42",RS,SC,Alpestre,São Carlos
4300505,4310504,"43","43",RS,RS,Alpestre,Iraí
4300505,4212106,"43","42",RS,SC,Alpestre,Palmitos
4300505,4204103,"43","42",RS,SC,Alpestre,Caxambu do Sul
4118402,4100608,"41","41",PR,PR,Paranavaí,Alto Paraná
4118402,4100905,"41","41",PR,PR,Paranavaí,Amaporã
4118402,3554300,"41","35",PR,SP,Paranavaí,Teodoro Sampaio
4118402,3515350,"41","35",PR,SP,Paranavaí,Euclides da Cunha Paulista
4118402,4116505,"41","41",PR,PR,Paranavaí,Nova Aliança do Ivaí
4118402,4126702,"41","41",PR,PR,Paranavaí,Tamboara
4118402,4124905,"41","41",PR,PR,Paranavaí,São João do Caiuá
4118402,4108908,"41","41",PR,PR,Paranavaí,Guairaçá
4118402,4115903,"41","41",PR,PR,Paranavaí,Mirador
4118402,4124202,"41","41",PR,PR,Paranavaí,Santo Antônio do Caiuá
4118402,4127304,"41","41",PR,PR,Paranavaí,Terra Rica
4313375,4312401,"43","43",RS,RS,Nova Santa Rita,Montenegro
4313375,4322004,"43","43",RS,RS,Nova Santa Rita,Triunfo
4313375,4314803,"43","43",RS,RS,Nova Santa Rita,Portão
4313375,4304689,"43","43",RS,RS,Nova Santa Rita,Capela de Santana
4313375,4307708,"43","43",RS,RS,Nova Santa Rita,Esteio
4313375,4320008,"43","43",RS,RS,Nova Santa Rita,Sapucaia do Sul
4313375,4304606,"43","43",RS,RS,Nova Santa Rita,Canoas
4313375,4314902,"43","43",RS,RS,Nova Santa Rita,Porto Alegre
3112703,3126703,"31","31",MG,MG,Capitão Enéas,Francisco Sá
3112703,3135100,"31","31",MG,MG,Capitão Enéas,Janaúba
3112703,3143302,"31","31",MG,MG,Capitão Enéas,Montes Claros
3112703,3162401,"31","31",MG,MG,Capitão Enéas,São João da Ponte
1502202,1506104,"15","15",PA,PA,Capanema,Primavera
1502202,1508035,"15","15",PA,PA,Capanema,Tracuateua
1502202,1505601,"15","15",PA,PA,Capanema,Peixe-Boi
1502202,1501600,"15","15",PA,PA,Capanema,Bonito
3302452,3305901,"33","33",RJ,RJ,Macuco,Trajano de Moraes
3302452,3301108,"33","33",RJ,RJ,Macuco,Cantagalo
3302452,3305307,"33","33",RJ,RJ,Macuco,São Sebastião do Alto
3302452,3301504,"33","33",RJ,RJ,Macuco,Cordeiro
4207700,4205308,"42","42",SC,SC,Ipumirim,Faxinal dos Guedes
4207700,4219606,"42","42",SC,SC,Ipumirim,Xavantina
4207700,4213401,"42","42",SC,SC,Ipumirim,Ponte Serrada
4207700,4219101,"42","42",SC,SC,Ipumirim,Vargeão
4207700,4217501,"42","42",SC,SC,Ipumirim,Seara
4207700,4209854,"42","42",SC,SC,Ipumirim,Lindóia do Sul
4207700,4204301,"42","42",SC,SC,Ipumirim,Concórdia
4207700,4201273,"42","42",SC,SC,Ipumirim,Arabutã
4305934,4302253,"43","43",RS,RS,Coronel Pilar,Boa Vista do Sul
4305934,4308607,"43","43",RS,RS,Coronel Pilar,Garibaldi
4305934,4310363,"43","43",RS,RS,Coronel Pilar,Imigrante
4305934,4315800,"43","43",RS,RS,Coronel Pilar,Roca Sales
4305934,4317251,"43","43",RS,RS,Coronel Pilar,Santa Tereza
3201902,3205069,"32","32",ES,ES,Domingos Martins,Venda Nova do Imigrante
3201902,3205101,"32","32",ES,ES,Domingos Martins,Viana
3201902,3205036,"32","32",ES,ES,Domingos Martins,Vargem Alta
3201902,3200102,"32","32",ES,ES,Domingos Martins,Afonso Cláudio
3201902,3201407,"32","32",ES,ES,Domingos Martins,Castelo
3201902,3201308,"32","32",ES,ES,Domingos Martins,Cariacica
3201902,3203346,"32","32",ES,ES,Domingos Martins,Marechal Floriano
3201902,3204500,"32","32",ES,ES,Domingos Martins,Santa Leopoldina
3201902,3204559,"32","32",ES,ES,Domingos Martins,Santa Maria de Jetibá
3201902,3200300,"32","32",ES,ES,Domingos Martins,Alfredo Chaves
3302908,3306206,"33","33",RJ,RJ,Miguel Pereira,Vassouras
3302908,3301702,"33","33",RJ,RJ,Miguel Pereira,Duque de Caxias
3302908,3303609,"33","33",RJ,RJ,Miguel Pereira,Paracambi
3302908,3301801,"33","33",RJ,RJ,Miguel Pereira,Engenheiro Paulo de Frontin
3302908,3303856,"33","33",RJ,RJ,Miguel Pereira,Paty do Alferes
3302908,3303906,"33","33",RJ,RJ,Miguel Pereira,Petrópolis
3302908,3303500,"33","33",RJ,RJ,Miguel Pereira,Nova Iguaçu
3302908,3302270,"33","33",RJ,RJ,Miguel Pereira,Japeri
3519006,3540002,"35","35",SP,SP,Herculândia,Pompéia
3519006,3541802,"35","35",SP,SP,Herculândia,Queiroz
3519006,3555000,"35","35",SP,SP,Herculândia,Tupã
3519006,3542008,"35","35",SP,SP,Herculândia,Quintana
3519006,3503356,"35","35",SP,SP,Herculândia,Arco-Íris
3155603,3152204,"31","31",MG,MG,Rio Pardo de Minas,Porteirinha
3155603,3160454,"31","31",MG,MG,Rio Pardo de Minas,Santo Antônio do Retiro
3155603,3157005,"31","31",MG,MG,Rio Pardo de Minas,Salinas
3155603,3127073,"31","31",MG,MG,Rio Pardo de Minas,Fruta de Leite
3155603,3143450,"31","31",MG,MG,Rio Pardo de Minas,Montezuma
3155603,3168002,"31","31",MG,MG,Rio Pardo de Minas,Taiobeiras
3155603,3154507,"31","31",MG,MG,Rio Pardo de Minas,Riacho dos Machados
3155603,3130655,"31","31",MG,MG,Rio Pardo de Minas,Indaiabira
3155603,3141009,"31","31",MG,MG,Rio Pardo de Minas,Mato Verde
3155603,3145372,"31","31",MG,MG,Rio Pardo de Minas,Novorizonte
3155603,3166956,"31","31",MG,MG,Rio Pardo de Minas,Serranópolis de Minas
3155603,3170651,"31","31",MG,MG,Rio Pardo de Minas,Vargem Grande do Rio Pardo
3160603,3120904,"31","31",MG,MG,Santo Hipólito,Curvelo
3160603,3104809,"31","31",MG,MG,Santo Hipólito,Augusto de Lima
3160603,3119104,"31","31",MG,MG,Santo Hipólito,Corinto
3160603,3142502,"31","31",MG,MG,Santo Hipólito,Monjolos
3160603,3153202,"31","31",MG,MG,Santo Hipólito,Presidente Juscelino
3544251,5000807,"35","50",SP,MS,Rosana,Anaurilândia
3544251,5002001,"35","50",SP,MS,Rosana,Batayporã
3544251,3554300,"35","35",SP,SP,Rosana,Teodoro Sampaio
3544251,3515350,"35","35",SP,SP,Rosana,Euclides da Cunha Paulista
3544251,4107108,"35","41",SP,PR,Rosana,Diamante do Norte
3544251,4115002,"35","41",SP,PR,Rosana,Marilena
3544251,4117107,"35","41",SP,PR,Rosana,Nova Londrina
3544251,4127304,"35","41",SP,PR,Rosana,Terra Rica
3549607,3503505,"35","35",SP,SP,São José do Barreiro,Areias
3549607,3504909,"35","35",SP,SP,São José do Barreiro,Bananal
3549607,3513603,"35","35",SP,SP,São José do Barreiro,Cunha
3549607,3300100,"35","33",SP,RJ,São José do Barreiro,Angra dos Reis
3549607,3304201,"35","33",SP,RJ,São José do Barreiro,Resende
3549607,3503158,"35","35",SP,SP,São José do Barreiro,Arapeí
3304409,3304003,"33","33",RJ,RJ,Rio Claro,Piraí
3304409,3302601,"33","33",RJ,RJ,Rio Claro,Mangaratiba
3304409,3300407,"33","33",RJ,RJ,Rio Claro,Barra Mansa
3304409,3504909,"33","35",RJ,SP,Rio Claro,Bananal
3304409,3302007,"33","33",RJ,RJ,Rio Claro,Itaguaí
3304409,3300100,"33","33",RJ,RJ,Rio Claro,Angra dos Reis
5107297,5104203,"51","51",MT,MT,São José do Povo,Guiratinga
5107297,5107008,"51","51",MT,MT,São José do Povo,Poxoréo
5107297,5107602,"51","51",MT,MT,São José do Povo,Rondonópolis
5107297,5106372,"51","51",MT,MT,São José do Povo,Pedra Preta
3302007,3305554,"33","33",RJ,RJ,Itaguaí,Seropédica
3302007,3304003,"33","33",RJ,RJ,Itaguaí,Piraí
3302007,3302601,"33","33",RJ,RJ,Itaguaí,Mangaratiba
3302007,3303609,"33","33",RJ,RJ,Itaguaí,Paracambi
3302007,3304409,"33","33",RJ,RJ,Itaguaí,Rio Claro
3302007,3304557,"33","33",RJ,RJ,Itaguaí,Rio de Janeiro
2102358,2103752,"21","21",MA,MA,Buritirana,Davinópolis
2102358,2100600,"21","21",MA,MA,Buritirana,Amarante do Maranhão
2102358,2107001,"21","21",MA,MA,Buritirana,Montes Altos
2102358,2111763,"21","21",MA,MA,Buritirana,Senador La Rocque
2102358,2104552,"21","21",MA,MA,Buritirana,Governador Edison Lobão
4210209,4209805,"42","42",SC,SC,Major Gercino,Leoberto Leal
4210209,4216305,"42","42",SC,SC,Major Gercino,São João Batista
4210209,4201208,"42","42",SC,SC,Major Gercino,Antônio Carlos
4210209,4200903,"42","42",SC,SC,Major Gercino,Angelina
4210209,4211504,"42","42",SC,SC,Major Gercino,Nova Trento
4216305,4210209,"42","42",SC,SC,São João Batista,Major Gercino
4216305,4201208,"42","42",SC,SC,São João Batista,Antônio Carlos
4216305,4202305,"42","42",SC,SC,São João Batista,Biguaçu
4216305,4203709,"42","42",SC,SC,São João Batista,Canelinha
4216305,4211504,"42","42",SC,SC,São João Batista,Nova Trento
2512200,2613602,"25","26",PB,PE,Prata,São José do Egito
2512200,2510600,"25","25",PB,PB,Prata,Ouro Velho
2512200,2509701,"25","25",PB,PB,Prata,Monteiro
2512200,2500734,"25","25",PB,PB,Prata,Amparo
2512200,2615904,"25","26",PB,PE,Prata,Tuparetama
2512200,2516300,"25","25",PB,PB,Prata,Sumé
2105658,2103174,"21","21",MA,MA,Junco do Maranhão,Centro Novo do Maranhão
2105658,2106326,"21","21",MA,MA,Junco do Maranhão,Maracaçumé
2105658,1501956,"21","15",MA,PA,Junco do Maranhão,Cachoeira do Piriá
2105658,2101970,"21","21",MA,MA,Junco do Maranhão,Boa Vista do Gurupi
2105658,2102903,"21","21",MA,MA,Junco do Maranhão,Carutapera
2105658,2100550,"21","21",MA,MA,Junco do Maranhão,Amapá do Maranhão
2403400,2507804,"24","25",RN,PB,Equador,Junco do Seridó
2403400,2515401,"24","25",RN,PB,Equador,Seridó
2403400,2408904,"24","24",RN,RN,Equador,Parelhas
2403400,2516755,"24","25",RN,PB,Equador,Tenório
2403400,2411429,"24","24",RN,RN,Equador,Santana do Seridó
2403400,2514701,"24","25",RN,PB,Equador,São José do Sabugi
3161601,3127701,"31","31",MG,MG,São Geraldo da Piedade,Governador Valadares
3161601,3165503,"31","31",MG,MG,São Geraldo da Piedade,Sardoá
3161601,3157500,"31","31",MG,MG,São Geraldo da Piedade,Santa Efigênia de Minas
3161601,3100500,"31","31",MG,MG,São Geraldo da Piedade,Açucena
3130002,3130408,"31","31",MG,MG,Ibituruna,Ijaci
3130002,3144508,"31","31",MG,MG,Ibituruna,Nazareno
3130002,3134509,"31","31",MG,MG,Ibituruna,Itutinga
3130002,3134301,"31","31",MG,MG,Ibituruna,Itumirim
3130002,3108008,"31","31",MG,MG,Ibituruna,Bom Sucesso
1703867,1708205,"17","17",TO,TO,Cariri do Tocantins,Formoso do Araguaia
1703867,1707306,"17","17",TO,TO,Cariri do Tocantins,Dueré
1703867,1709500,"17","17",TO,TO,Cariri do Tocantins,Gurupi
1703867,1707652,"17","17",TO,TO,Cariri do Tocantins,Figueirópolis
3522158,3521200,"35","35",SP,SP,Itaóca,Iporanga
3522158,3502705,"35","35",SP,SP,Itaóca,Apiaí
3522158,3542800,"35","35",SP,SP,Itaóca,Ribeira
3522158,4100202,"35","41",SP,PR,Itaóca,Adrianópolis
1701051,1718550,"17","17",TO,TO,Angico,Riachinho
1701051,1706506,"17","17",TO,TO,Angico,Darcinópolis
1701051,1701002,"17","17",TO,TO,Angico,Ananás
1701051,1714302,"17","17",TO,TO,Angico,Nazaré
1701051,1713809,"17","17",TO,TO,Angico,Palmeiras do Tocantins
1701051,1720002,"17","17",TO,TO,Angico,Santa Terezinha do Tocantins
5107206,5107156,"51","51",MT,MT,Rio Branco,Reserva do Cabaçal
5107206,5105234,"51","51",MT,MT,Rio Branco,Lambari D'Oeste
5107206,5107750,"51","51",MT,MT,Rio Branco,Salto do Céu
5107206,5107107,"51","51",MT,MT,Rio Branco,São José dos Quatro Marcos
5107206,5101258,"51","51",MT,MT,Rio Branco,Araputanga
3515509,3549250,"35","35",SP,SP,Fernandópolis,São João de Iracema
3515509,3528205,"35","35",SP,SP,Fernandópolis,Macedônia
3515509,3536901,"35","35",SP,SP,Fernandópolis,Pedranópolis
3515509,3549201,"35","35",SP,SP,Fernandópolis,São João das Duas Pontes
3515509,3515202,"35","35",SP,SP,Fernandópolis,Estrela d'Oeste
3515509,3529609,"35","35",SP,SP,Fernandópolis,Meridiano
3515509,3518008,"35","35",SP,SP,Fernandópolis,Guarani d'Oeste
3162906,3121308,"31","31",MG,MG,São João Nepomuceno,Descoberto
3162906,3155405,"31","31",MG,MG,São João Nepomuceno,Rio Novo
3162906,3138401,"31","31",MG,MG,São João Nepomuceno,Leopoldina
3162906,3104403,"31","31",MG,MG,São João Nepomuceno,Argirita
3162906,3106903,"31","31",MG,MG,São João Nepomuceno,Bicas
3162906,3115904,"31","31",MG,MG,São João Nepomuceno,Chácara
3162906,3140209,"31","31",MG,MG,São João Nepomuceno,Maripá de Minas
3162906,3156205,"31","31",MG,MG,São João Nepomuceno,Rochedo de Minas
3162906,3127388,"31","31",MG,MG,São João Nepomuceno,Goianá
4204558,4212056,"42","42",SC,SC,Correia Pinto,Palmeira
4204558,4209300,"42","42",SC,SC,Correia Pinto,Lages
4204558,4216800,"42","42",SC,SC,Correia Pinto,São José do Cerrito
4204558,4213302,"42","42",SC,SC,Correia Pinto,Ponte Alta
4204558,4204806,"42","42",SC,SC,Correia Pinto,Curitibanos
3136405,3107307,"31","31",MG,MG,Joaquim Felício,Bocaiúva
3136405,3109204,"31","31",MG,MG,Joaquim Felício,Buenópolis
3136405,3126604,"31","31",MG,MG,Joaquim Felício,Francisco Dumont
3136405,3138104,"31","31",MG,MG,Joaquim Felício,Lassance
3136405,3123809,"31","31",MG,MG,Joaquim Felício,Engenheiro Navarro
5108956,5105101,"51","51",MT,MT,Nova Monte Verde,Juara
5108956,5106158,"51","51",MT,MT,Nova Monte Verde,Nova Bandeirantes
5108956,5100250,"51","51",MT,MT,Nova Monte Verde,Alta Floresta
5108956,5100805,"51","51",MT,MT,Nova Monte Verde,Apiacás
5108956,5106299,"51","51",MT,MT,Nova Monte Verde,Paranaíta
2923050,2907806,"29","29",BA,BA,Novo Triunfo,Cícero Dantas
2923050,2910701,"29","29",BA,BA,Novo Triunfo,Euclides da Cunha
2923050,2918100,"29","29",BA,BA,Novo Triunfo,Jeremoabo
2923050,2906824,"29","29",BA,BA,Novo Triunfo,Canudos
2923050,2930766,"29","29",BA,BA,Novo Triunfo,Sítio do Quinto
2923050,2901601,"29","29",BA,BA,Novo Triunfo,Antas
5108808,5106422,"51","51",MT,MT,Nova Guarita,Peixoto de Azevedo
5108808,5105606,"51","51",MT,MT,Nova Guarita,Matupá
5108808,5106265,"51","51",MT,MT,Nova Guarita,Novo Mundo
5108808,5108055,"51","51",MT,MT,Nova Guarita,Terra Nova do Norte
5108808,5103205,"51","51",MT,MT,Nova Guarita,Colíder
5108808,5102793,"51","51",MT,MT,Nova Guarita,Carlinda
2906402,2931103,"29","29",BA,BA,Candeal,Tanquinho
2906402,2910800,"29","29",BA,BA,Candeal,Feira de Santana
2906402,2930501,"29","29",BA,BA,Candeal,Serrinha
2906402,2930402,"29","29",BA,BA,Candeal,Serra Preta
2906402,2913309,"29","29",BA,BA,Candeal,Ichu
2906402,2926301,"29","29",BA,BA,Candeal,Riachão do Jacuípe
5107750,5107958,"51","51",MT,MT,Salto do Céu,Tangará da Serra
5107750,5101704,"51","51",MT,MT,Salto do Céu,Barra do Bugres
5107750,5107156,"51","51",MT,MT,Salto do Céu,Reserva do Cabaçal
5107750,5105234,"51","51",MT,MT,Salto do Céu,Lambari D'Oeste
5107750,5107206,"51","51",MT,MT,Salto do Céu,Rio Branco
3548609,3108909,"35","31",SP,MG,São Bento do Sapucaí,Brasópolis
3548609,3509700,"35","35",SP,SP,São Bento do Sapucaí,Campos do Jordão
3548609,3147303,"35","31",SP,MG,São Bento do Sapucaí,Paraisópolis
3548609,3548203,"35","35",SP,SP,São Bento do Sapucaí,Santo Antônio do Pinhal
3548609,3127404,"35","31",SP,MG,São Bento do Sapucaí,Gonçalves
3548609,3150901,"35","31",SP,MG,São Bento do Sapucaí,Piranguçu
3548609,3165404,"35","31",SP,MG,São Bento do Sapucaí,Sapucaí-Mirim
4110300,3554300,"41","35",PR,SP,Inajá,Teodoro Sampaio
4110300,4118105,"41","41",PR,PR,Inajá,Paranacity
4110300,4118303,"41","41",PR,PR,Inajá,Paranapoema
4110300,4124905,"41","41",PR,PR,Inajá,São João do Caiuá
4110300,4124202,"41","41",PR,PR,Inajá,Santo Antônio do Caiuá
3501608,3512803,"35","35",SP,SP,Americana,Cosmópolis
3501608,3526902,"35","35",SP,SP,Americana,Limeira
3501608,3545803,"35","35",SP,SP,Americana,Santa Bárbara d'Oeste
3501608,3536505,"35","35",SP,SP,Americana,Paulínia
3501608,3533403,"35","35",SP,SP,Americana,Nova Odessa
3125903,3164803,"31","31",MG,MG,Ferros,São Sebastião do Rio Preto
3125903,3108800,"31","31",MG,MG,Ferros,Braúnas
3125903,3158003,"31","31",MG,MG,Ferros,Santa Maria de Itabira
3125903,3119401,"31","31",MG,MG,Ferros,Coronel Fabriciano
3125903,3123106,"31","31",MG,MG,Ferros,Dores de Guanhães
3125903,3113800,"31","31",MG,MG,Ferros,Carmésia
3125903,3103009,"31","31",MG,MG,Ferros,Antônio Dias
3125903,3117504,"31","31",MG,MG,Ferros,Conceição do Mato Dentro
3125903,3136108,"31","31",MG,MG,Ferros,Joanésia
3125903,3147501,"31","31",MG,MG,Ferros,Passabém
3167202,3109907,"31","31",MG,MG,Sete Lagoas,Caetanópolis
3167202,3147402,"31","31",MG,MG,Sete Lagoas,Paraopeba
3167202,3103207,"31","31",MG,MG,Sete Lagoas,Araçaí
3167202,3124104,"31","31",MG,MG,Sete Lagoas,Esmeraldas
3167202,3131000,"31","31",MG,MG,Sete Lagoas,Inhaúma
3167202,3127206,"31","31",MG,MG,Sete Lagoas,Funilândia
3167202,3112505,"31","31",MG,MG,Sete Lagoas,Capim Branco
3167202,3135704,"31","31",MG,MG,Sete Lagoas,Jequitibá
3167202,3153608,"31","31",MG,MG,Sete Lagoas,Prudente de Morais
4307815,4314472,"43","43",RS,RS,Estrela Velha,Pinhal Grande
4307815,4301206,"43","43",RS,RS,Estrela Velha,Arroio do Tigre
