"ibge_mun1","ibge_mun2","uf_mun1","uf_mun2","municipio_1","municipio_2"
"1100155","1101807","RO","RO","Ouro Preto do Oeste","Vale do Paraíso"
"1100189","1100049","RO","RO","Pimenta Bueno","Cacoal"
"1100189","1100098","RO","RO","Pimenta Bueno","Espigão D'Oeste"
"1100189","1100288","RO","RO","Pimenta Bueno","Rolim de Moura"
"1100189","1100304","RO","RO","Pimenta Bueno","Vilhena"
"1100189","1100924","RO","RO","Pimenta Bueno","Chupinguaia"
"1100189","1101450","RO","RO","Pimenta Bueno","Parecis"
"1100189","1101476","RO","RO","Pimenta Bueno","Primavera de Rondônia"
"1100189","1101484","RO","RO","Pimenta Bueno","São Felipe D'Oeste"
"1100205","1100130","RO","RO","Porto Velho","Machadinho D'Oeste"
"1100205","1100338","RO","RO","Porto Velho","Nova Mamoré"
"1100205","1100403","RO","RO","Porto Velho","Alto Paraíso"
"1100205","1100452","RO","RO","Porto Velho","Buritis"
"1100205","1100809","RO","RO","Porto Velho","Candeias do Jamari"
"1100205","1100940","RO","RO","Porto Velho","Cujubim"
"1100205","1101104","RO","RO","Porto Velho","Itapuã do Oeste"
"1100205","1200013","RO","AC","Porto Velho","Acrelândia"
"1100205","1300904","RO","AM","Porto Velho","Canutama"
"1100205","1301704","RO","AM","Porto Velho","Humaitá"
"1100254","1100049","RO","RO","Presidente Médici","Cacoal"
"1100254","1100122","RO","RO","Presidente Médici","Ji-Paraná"
"1100254","1100148","RO","RO","Presidente Médici","Nova Brasilândia D'Oeste"
"1100254","1100346","RO","RO","Presidente Médici","Alvorada D'Oeste"
"1100254","1100908","RO","RO","Presidente Médici","Castanheiras"
"1100254","1101203","RO","RO","Presidente Médici","Ministro Andreazza"
"1100254","1101708","RO","RO","Presidente Médici","Urupá"
"1100262","1100023","RO","RO","Rio Crespo","Ariquemes"
"1100262","1100130","RO","RO","Rio Crespo","Machadinho D'Oeste"
"1100262","1100403","RO","RO","Rio Crespo","Alto Paraíso"
"1100262","1100940","RO","RO","Rio Crespo","Cujubim"
"1100288","1100015","RO","RO","Rolim de Moura","Alta Floresta D'Oeste"
"1100288","1100049","RO","RO","Rolim de Moura","Cacoal"
"1100288","1100189","RO","RO","Rolim de Moura","Pimenta Bueno"
"1100288","1100296","RO","RO","Rolim de Moura","Santa Luzia D'Oeste"
"1100288","1100502","RO","RO","Rolim de Moura","Novo Horizonte do Oeste"
"1100288","1100908","RO","RO","Rolim de Moura","Castanheiras"
"1100288","1101484","RO","RO","Rolim de Moura","São Felipe D'Oeste"
"1100296","1100015","RO","RO","Santa Luzia D'Oeste","Alta Floresta D'Oeste"
"1100296","1100288","RO","RO","Santa Luzia D'Oeste","Rolim de Moura"
"1100296","1100379","RO","RO","Santa Luzia D'Oeste","Alto Alegre dos Parecis"
"1100296","1101450","RO","RO","Santa Luzia D'Oeste","Parecis"
"1100296","1101484","RO","RO","Santa Luzia D'Oeste","São Felipe D'Oeste"
"1100304","1100064","RO","RO","Vilhena","Colorado do Oeste"
"1100304","1100098","RO","RO","Vilhena","Espigão D'Oeste"
"1100304","1100189","RO","RO","Vilhena","Pimenta Bueno"
"1100304","1100924","RO","RO","Vilhena","Chupinguaia"
"1100320","1100015","RO","RO","São Miguel do Guaporé","Alta Floresta D'Oeste"
"1100320","1100106","RO","RO","São Miguel do Guaporé","Guajará-Mirim"
"1100320","1100148","RO","RO","São Miguel do Guaporé","Nova Brasilândia D'Oeste"
"1100320","1100346","RO","RO","São Miguel do Guaporé","Alvorada D'Oeste"
"1100320","1101005","RO","RO","São Miguel do Guaporé","Governador Jorge Teixeira"
"1100320","1101492","RO","RO","São Miguel do Guaporé","São Francisco do Guaporé"
"1100320","1101500","RO","RO","São Miguel do Guaporé","Seringueiras"
"1100338","1100106","RO","RO","Nova Mamoré","Guajará-Mirim"
"1100338","1100205","RO","RO","Nova Mamoré","Porto Velho"
"1100338","1100452","RO","RO","Nova Mamoré","Buritis"
"1100338","1100700","RO","RO","Nova Mamoré","Campo Novo de Rondônia"
"1100346","1100148","RO","RO","Alvorada D'Oeste","Nova Brasilândia D'Oeste"
"1100346","1100254","RO","RO","Alvorada D'Oeste","Presidente Médici"
"1100346","1100320","RO","RO","Alvorada D'Oeste","São Miguel do Guaporé"
"1100346","1101005","RO","RO","Alvorada D'Oeste","Governador Jorge Teixeira"
"1100346","1101302","RO","RO","Alvorada D'Oeste","Mirante da Serra"
"1100346","1101708","RO","RO","Alvorada D'Oeste","Urupá"
"1100379","1100015","RO","RO","Alto Alegre dos Parecis","Alta Floresta D'Oeste"
"1100379","1100296","RO","RO","Alto Alegre dos Parecis","Santa Luzia D'Oeste"
"1100379","1101450","RO","RO","Alto Alegre dos Parecis","Parecis"
"1100379","1101468","RO","RO","Alto Alegre dos Parecis","Pimenteiras do Oeste"
"1100403","1100023","RO","RO","Alto Paraíso","Ariquemes"
"1100403","1100205","RO","RO","Alto Paraíso","Porto Velho"
"1100403","1100262","RO","RO","Alto Paraíso","Rio Crespo"
"1100403","1100452","RO","RO","Alto Paraíso","Buritis"
"1100403","1100809","RO","RO","Alto Paraíso","Candeias do Jamari"
"1100403","1100940","RO","RO","Alto Paraíso","Cujubim"
"1100403","1101104","RO","RO","Alto Paraíso","Itapuã do Oeste"
"1100403","1101401","RO","RO","Alto Paraíso","Monte Negro"
"1100452","1100023","RO","RO","Buritis","Ariquemes"
"1100452","1100205","RO","RO","Buritis","Porto Velho"
"1100452","1100338","RO","RO","Buritis","Nova Mamoré"
"1100452","1100403","RO","RO","Buritis","Alto Paraíso"
"1100452","1100700","RO","RO","Buritis","Campo Novo de Rondônia"
"1100452","1101401","RO","RO","Buritis","Monte Negro"
"1100502","1100015","RO","RO","Novo Horizonte do Oeste","Alta Floresta D'Oeste"
"1100502","1100148","RO","RO","Novo Horizonte do Oeste","Nova Brasilândia D'Oeste"
"1100502","1100288","RO","RO","Novo Horizonte do Oeste","Rolim de Moura"
"1100502","1100908","RO","RO","Novo Horizonte do Oeste","Castanheiras"
"1100601","1100023","RO","RO","Cacaulândia","Ariquemes"
"1100601","1100114","RO","RO","Cacaulândia","Jaru"
"1100601","1101005","RO","RO","Cacaulândia","Governador Jorge Teixeira"
"1100601","1101401","RO","RO","Cacaulândia","Monte Negro"
"1100700","1100106","RO","RO","Campo Novo de Rondônia","Guajará-Mirim"
"1100700","1100338","RO","RO","Campo Novo de Rondônia","Nova Mamoré"
"1100700","1100452","RO","RO","Campo Novo de Rondônia","Buritis"
"1100700","1101005","RO","RO","Campo Novo de Rondônia","Governador Jorge Teixeira"
"1100700","1101401","RO","RO","Campo Novo de Rondônia","Monte Negro"
"1100809","1100205","RO","RO","Candeias do Jamari","Porto Velho"
"1100809","1100403","RO","RO","Candeias do Jamari","Alto Paraíso"
"1100809","1100940","RO","RO","Candeias do Jamari","Cujubim"
"1100809","1101104","RO","RO","Candeias do Jamari","Itapuã do Oeste"
"1100908","1100049","RO","RO","Castanheiras","Cacoal"
"1100908","1100148","RO","RO","Castanheiras","Nova Brasilândia D'Oeste"
"1100908","1100254","RO","RO","Castanheiras","Presidente Médici"
"1100908","1100288","RO","RO","Castanheiras","Rolim de Moura"
"1100908","1100502","RO","RO","Castanheiras","Novo Horizonte do Oeste"
"1100924","1100064","RO","RO","Chupinguaia","Colorado do Oeste"
"1100924","1100072","RO","RO","Chupinguaia","Corumbiara"
"1100924","1100189","RO","RO","Chupinguaia","Pimenta Bueno"
"1100924","1100304","RO","RO","Chupinguaia","Vilhena"
"1100924","1101450","RO","RO","Chupinguaia","Parecis"
"1100924","1101468","RO","RO","Chupinguaia","Pimenteiras do Oeste"
"1100940","1100130","RO","RO","Cujubim","Machadinho D'Oeste"
"1100940","1100205","RO","RO","Cujubim","Porto Velho"
"1100940","1100262","RO","RO","Cujubim","Rio Crespo"
"1100940","1100403","RO","RO","Cujubim","Alto Paraíso"
"1100940","1100809","RO","RO","Cujubim","Candeias do Jamari"
"1100940","1101104","RO","RO","Cujubim","Itapuã do Oeste"
"1101005","1100106","RO","RO","Governador Jorge Teixeira","Guajará-Mirim"
"1101005","1100114","RO","RO","Governador Jorge Teixeira","Jaru"
"1101005","1100320","RO","RO","Governador Jorge Teixeira","São Miguel do Guaporé"
"1101005","1100346","RO","RO","Governador Jorge Teixeira","Alvorada D'Oeste"
"1101005","1100601","RO","RO","Governador Jorge Teixeira","Cacaulândia"
"1101005","1100700","RO","RO","Governador Jorge Teixeira","Campo Novo de Rondônia"
"1101005","1101302","RO","RO","Governador Jorge Teixeira","Mirante da Serra"
"1101005","1101401","RO","RO","Governador Jorge Teixeira","Monte Negro"
"1101104","1100205","RO","RO","Itapuã do Oeste","Porto Velho"
"1101104","1100403","RO","RO","Itapuã do Oeste","Alto Paraíso"
"1101104","1100809","RO","RO","Itapuã do Oeste","Candeias do Jamari"
"1101104","1100940","RO","RO","Itapuã do Oeste","Cujubim"
"1101203","1100049","RO","RO","Ministro Andreazza","Cacoal"
"1101203","1100122","RO","RO","Ministro Andreazza","Ji-Paraná"
"1101203","1100254","RO","RO","Ministro Andreazza","Presidente Médici"
"1101302","1100114","RO","RO","Mirante da Serra","Jaru"
"1101302","1100346","RO","RO","Mirante da Serra","Alvorada D'Oeste"
"1101302","1101005","RO","RO","Mirante da Serra","Governador Jorge Teixeira"
"1101302","1101435","RO","RO","Mirante da Serra","Nova União"
"1101302","1101708","RO","RO","Mirante da Serra","Urupá"
"1101401","1100023","RO","RO","Monte Negro","Ariquemes"
"1101401","1100403","RO","RO","Monte Negro","Alto Paraíso"
"1101401","1100452","RO","RO","Monte Negro","Buritis"
"1101401","1100601","RO","RO","Monte Negro","Cacaulândia"
"1101401","1100700","RO","RO","Monte Negro","Campo Novo de Rondônia"
"1101401","1101005","RO","RO","Monte Negro","Governador Jorge Teixeira"
"1101435","1100114","RO","RO","Nova União","Jaru"
"1101435","1100155","RO","RO","Nova União","Ouro Preto do Oeste"
"1101435","1101302","RO","RO","Nova União","Mirante da Serra"
"1101435","1101559","RO","RO","Nova União","Teixeirópolis"
"1101435","1101708","RO","RO","Nova União","Urupá"
"1101450","1100189","RO","RO","Parecis","Pimenta Bueno"
"1101450","1100296","RO","RO","Parecis","Santa Luzia D'Oeste"
"1101450","1100379","RO","RO","Parecis","Alto Alegre dos Parecis"
"1101450","1100924","RO","RO","Parecis","Chupinguaia"
"1101450","1101468","RO","RO","Parecis","Pimenteiras do Oeste"
"1101450","1101476","RO","RO","Parecis","Primavera de Rondônia"
"1101450","1101484","RO","RO","Parecis","São Felipe D'Oeste"
"1101468","1100031","RO","RO","Pimenteiras do Oeste","Cabixi"
"1101468","1100056","RO","RO","Pimenteiras do Oeste","Cerejeiras"
"1101468","1100064","RO","RO","Pimenteiras do Oeste","Colorado do Oeste"
"1101468","1100072","RO","RO","Pimenteiras do Oeste","Corumbiara"
"1101468","1100379","RO","RO","Pimenteiras do Oeste","Alto Alegre dos Parecis"
"1101468","1100924","RO","RO","Pimenteiras do Oeste","Chupinguaia"
"1101468","1101450","RO","RO","Pimenteiras do Oeste","Parecis"
"1101476","1100189","RO","RO","Primavera de Rondônia","Pimenta Bueno"
"1101476","1101450","RO","RO","Primavera de Rondônia","Parecis"
"1101476","1101484","RO","RO","Primavera de Rondônia","São Felipe D'Oeste"
"1101484","1100189","RO","RO","São Felipe D'Oeste","Pimenta Bueno"
"1101484","1100288","RO","RO","São Felipe D'Oeste","Rolim de Moura"
"1101484","1100296","RO","RO","São Felipe D'Oeste","Santa Luzia D'Oeste"
"1101484","1101450","RO","RO","São Felipe D'Oeste","Parecis"
"1101484","1101476","RO","RO","São Felipe D'Oeste","Primavera de Rondônia"
"1101492","1100015","RO","RO","São Francisco do Guaporé","Alta Floresta D'Oeste"
"1101492","1100080","RO","RO","São Francisco do Guaporé","Costa Marques"
"1101492","1100320","RO","RO","São Francisco do Guaporé","São Miguel do Guaporé"
"1101492","1101500","RO","RO","São Francisco do Guaporé","Seringueiras"
"1101500","1100080","RO","RO","Seringueiras","Costa Marques"
"1101500","1100106","RO","RO","Seringueiras","Guajará-Mirim"
"1101500","1100320","RO","RO","Seringueiras","São Miguel do Guaporé"
"1101500","1101492","RO","RO","Seringueiras","São Francisco do Guaporé"
"1101559","1100122","RO","RO","Teixeirópolis","Ji-Paraná"
"1101559","1100155","RO","RO","Teixeirópolis","Ouro Preto do Oeste"
"1101559","1101435","RO","RO","Teixeirópolis","Nova União"
"1101559","1101708","RO","RO","Teixeirópolis","Urupá"
"1101609","1100023","RO","RO","Theobroma","Ariquemes"
"1101609","1100114","RO","RO","Theobroma","Jaru"
"1101609","1100122","RO","RO","Theobroma","Ji-Paraná"
"1101609","1101757","RO","RO","Theobroma","Vale do Anari"
"1101609","1101807","RO","RO","Theobroma","Vale do Paraíso"
"1101708","1100122","RO","RO","Urupá","Ji-Paraná"
"1101708","1100254","RO","RO","Urupá","Presidente Médici"
"1101708","1100346","RO","RO","Urupá","Alvorada D'Oeste"
"1101708","1101302","RO","RO","Urupá","Mirante da Serra"
"1101708","1101435","RO","RO","Urupá","Nova União"
"1101708","1101559","RO","RO","Urupá","Teixeirópolis"
"1101757","1100023","RO","RO","Vale do Anari","Ariquemes"
"1101757","1100122","RO","RO","Vale do Anari","Ji-Paraná"
"1101757","1100130","RO","RO","Vale do Anari","Machadinho D'Oeste"
"1101757","1101609","RO","RO","Vale do Anari","Theobroma"
"1101807","1100114","RO","RO","Vale do Paraíso","Jaru"
"1101807","1100122","RO","RO","Vale do Paraíso","Ji-Paraná"
"1101807","1100155","RO","RO","Vale do Paraíso","Ouro Preto do Oeste"
"1101807","1101609","RO","RO","Vale do Paraíso","Theobroma"
"1200013","1100205","AC","RO","Acrelândia","Porto Velho"
"1200013","1200385","AC","AC","Acrelândia","Plácido de Castro"
"1200013","1200450","AC","AC","Acrelândia","Senador Guiomard"
"1200054","1200104","AC","AC","Assis Brasil","Brasiléia"
"1200054","1200500","AC","AC","Assis Brasil","Sena Madureira"
"1200104","1200054","AC","AC","Brasiléia","Assis Brasil"
"1200104","1200252","AC","AC","Brasiléia","Epitaciolândia"
"1200104","1200401","AC","AC","Brasiléia","Rio Branco"
"1200104","1200500","AC","AC","Brasiléia","Sena Madureira"
"1200104","1200708","AC","AC","Brasiléia","Xapuri"
"1200138","1200401","AC","AC","Bujari","Rio Branco"
"1200138","1200500","AC","AC","Bujari","Sena Madureira"
"1200138","1200807","AC","AC","Bujari","Porto Acre"
"1200138","1300706","AC","AM","Bujari","Boca do Acre"
"1200179","1200385","AC","AC","Capixaba","Plácido de Castro"
"1200179","1200401","AC","AC","Capixaba","Rio Branco"
"1200179","1200450","AC","AC","Capixaba","Senador Guiomard"
"1200179","1200708","AC","AC","Capixaba","Xapuri"
"1200203","1200336","AC","AC","Cruzeiro do Sul","Mâncio Lima"
"1200203","1200393","AC","AC","Cruzeiro do Sul","Porto Walter"
"1200203","1200427","AC","AC","Cruzeiro do Sul","Rodrigues Alves"
"1200203","1200609","AC","AC","Cruzeiro do Sul","Tarauacá"
"1200203","1301654","AC","AM","Cruzeiro do Sul","Guajará"
"1200252","1200104","AC","AC","Epitaciolândia","Brasiléia"
"1200252","1200708","AC","AC","Epitaciolândia","Xapuri"
"1200302","1200328","AC","AC","Feijó","Jordão"
"1200302","1200344","AC","AC","Feijó","Manoel Urbano"
"1200302","1200435","AC","AC","Feijó","Santa Rosa do Purus"
"1200302","1200609","AC","AC","Feijó","Tarauacá"
"1200302","1301506","AC","AM","Feijó","Envira"
"1200328","1200302","AC","AC","Jordão","Feijó"
"1200328","1200351","AC","AC","Jordão","Marechal Thaumaturgo"
"1200328","1200609","AC","AC","Jordão","Tarauacá"
"1200336","1200203","AC","AC","Mâncio Lima","Cruzeiro do Sul"
"1200336","1200427","AC","AC","Mâncio Lima","Rodrigues Alves"
"1200336","1300201","AC","AM","Mâncio Lima","Atalaia do Norte"
"1200336","1301654","AC","AM","Mâncio Lima","Guajará"
"1200344","1200302","AC","AC","Manoel Urbano","Feijó"
"1200344","1200435","AC","AC","Manoel Urbano","Santa Rosa do Purus"
"1200344","1200500","AC","AC","Manoel Urbano","Sena Madureira"
"1200344","1300706","AC","AM","Manoel Urbano","Boca do Acre"
"1200351","1200328","AC","AC","Marechal Thaumaturgo","Jordão"
"1200351","1200393","AC","AC","Marechal Thaumaturgo","Porto Walter"
"1200351","1200609","AC","AC","Marechal Thaumaturgo","Tarauacá"
"1200385","1200013","AC","AC","Plácido de Castro","Acrelândia"
"1200385","1200179","AC","AC","Plácido de Castro","Capixaba"
"1200385","1200450","AC","AC","Plácido de Castro","Senador Guiomard"
"1200393","1200203","AC","AC","Porto Walter","Cruzeiro do Sul"
"1200393","1200351","AC","AC","Porto Walter","Marechal Thaumaturgo"
"1200393","1200609","AC","AC","Porto Walter","Tarauacá"
"1200401","1200104","AC","AC","Rio Branco","Brasiléia"
"1200401","1200138","AC","AC","Rio Branco","Bujari"
"1200401","1200179","AC","AC","Rio Branco","Capixaba"
"1200401","1200450","AC","AC","Rio Branco","Senador Guiomard"
"1200401","1200500","AC","AC","Rio Branco","Sena Madureira"
"1200401","1200708","AC","AC","Rio Branco","Xapuri"
"1200401","1200807","AC","AC","Rio Branco","Porto Acre"
"1200427","1200203","AC","AC","Rodrigues Alves","Cruzeiro do Sul"
"1200427","1200336","AC","AC","Rodrigues Alves","Mâncio Lima"
"1200435","1200302","AC","AC","Santa Rosa do Purus","Feijó"
"1200435","1200344","AC","AC","Santa Rosa do Purus","Manoel Urbano"
"1200450","1200013","AC","AC","Senador Guiomard","Acrelândia"
"1200450","1200179","AC","AC","Senador Guiomard","Capixaba"
"1200450","1200385","AC","AC","Senador Guiomard","Plácido de Castro"
"1200450","1200401","AC","AC","Senador Guiomard","Rio Branco"
"1200450","1200807","AC","AC","Senador Guiomard","Porto Acre"
"1200500","1200054","AC","AC","Sena Madureira","Assis Brasil"
"1200500","1200104","AC","AC","Sena Madureira","Brasiléia"
"1200500","1200138","AC","AC","Sena Madureira","Bujari"
"1200500","1200344","AC","AC","Sena Madureira","Manoel Urbano"
"1200500","1200401","AC","AC","Sena Madureira","Rio Branco"
"1200500","1300706","AC","AM","Sena Madureira","Boca do Acre"
"1200609","1200203","AC","AC","Tarauacá","Cruzeiro do Sul"
"1200609","1200302","AC","AC","Tarauacá","Feijó"
"1200609","1200328","AC","AC","Tarauacá","Jordão"
"1200609","1200351","AC","AC","Tarauacá","Marechal Thaumaturgo"
"1200609","1200393","AC","AC","Tarauacá","Porto Walter"
"1200609","1301407","AC","AM","Tarauacá","Eirunepé"
"1200609","1301506","AC","AM","Tarauacá","Envira"
"1200708","1200104","AC","AC","Xapuri","Brasiléia"
"1200708","1200179","AC","AC","Xapuri","Capixaba"
"1200708","1200252","AC","AC","Xapuri","Epitaciolândia"
"1200708","1200401","AC","AC","Xapuri","Rio Branco"
"1200807","1200138","AC","AC","Porto Acre","Bujari"
"1200807","1200401","AC","AC","Porto Acre","Rio Branco"
"1200807","1200450","AC","AC","Porto Acre","Senador Guiomard"
"1200807","1300706","AC","AM","Porto Acre","Boca do Acre"
"1300086","1300102","AM","AM","Anamã","Anori"
"1300086","1300631","AM","AM","Anamã","Beruri"
"1300086","1300839","AM","AM","Anamã","Caapiranga"
"1300086","1301308","AM","AM","Anamã","Codajás"
"1300102","1300086","AM","AM","Anori","Anamã"
"1300102","1300631","AM","AM","Anori","Beruri"
"1300102","1301209","AM","AM","Anori","Coari"
"1300102","1301308","AM","AM","Anori","Codajás"
"1300144","1300805","AM","AM","Apuí","Borba"
"1300201","1200336","AM","AC","Atalaia do Norte","Mâncio Lima"
"1300201","1300607","AM","AM","Atalaia do Norte","Benjamin Constant"
"1300201","1301654","AM","AM","Atalaia do Norte","Guajará"
"1300300","1300805","AM","AM","Autazes","Borba"
"1300300","1301100","AM","AM","Autazes","Careiro"
"1300300","1301159","AM","AM","Autazes","Careiro da Várzea"
"1300409","1301209","AM","AM","Barcelos","Coari"
"1300409","1301308","AM","AM","Barcelos","Codajás"
"1300508","1300680","AM","AM","Barreirinha","Boa Vista do Ramos"
"1300607","1300201","AM","AM","Benjamin Constant","Atalaia do Norte"
"1300607","1301407","AM","AM","Benjamin Constant","Eirunepé"
"1300631","1300086","AM","AM","Beruri","Anamã"
"1300631","1300102","AM","AM","Beruri","Anori"
"1300631","1300805","AM","AM","Beruri","Borba"
"1300631","1301100","AM","AM","Beruri","Careiro"
"1300680","1300508","AM","AM","Boa Vista do Ramos","Barreirinha"
"1300706","1200138","AM","AC","Boca do Acre","Bujari"
"1300706","1200344","AM","AC","Boca do Acre","Manoel Urbano"
"1300706","1200500","AM","AC","Boca do Acre","Sena Madureira"
"1300706","1200807","AM","AC","Boca do Acre","Porto Acre"
"1300805","1300144","AM","AM","Borba","Apuí"
"1300805","1300300","AM","AM","Borba","Autazes"
"1300805","1300631","AM","AM","Borba","Beruri"
"1300805","1301100","AM","AM","Borba","Careiro"
"1300839","1300086","AM","AM","Caapiranga","Anamã"
"1300839","1301308","AM","AM","Caapiranga","Codajás"
"1300904","1100205","AM","RO","Canutama","Porto Velho"
"1300904","1301704","AM","AM","Canutama","Humaitá"
"1301100","1300300","AM","AM","Careiro","Autazes"
"1301100","1300631","AM","AM","Careiro","Beruri"
"1301100","1300805","AM","AM","Careiro","Borba"
"1301100","1301159","AM","AM","Careiro","Careiro da Várzea"
"1301159","1300300","AM","AM","Careiro da Várzea","Autazes"
"1301159","1301100","AM","AM","Careiro da Várzea","Careiro"
"1301209","1300102","AM","AM","Coari","Anori"
"1301209","1300409","AM","AM","Coari","Barcelos"
"1301209","1301308","AM","AM","Coari","Codajás"
"1301308","1300086","AM","AM","Codajás","Anamã"
"1301308","1300102","AM","AM","Codajás","Anori"
"1301308","1300409","AM","AM","Codajás","Barcelos"
"1301308","1300839","AM","AM","Codajás","Caapiranga"
"1301308","1301209","AM","AM","Codajás","Coari"
"1301407","1200609","AM","AC","Eirunepé","Tarauacá"
"1301407","1300607","AM","AM","Eirunepé","Benjamin Constant"
"1301407","1301506","AM","AM","Eirunepé","Envira"
